text,category,label
"A, B, C rent a pasture. A puts 10 oxen for 7 months, B puts 12 oxen for 5 months and C puts 15 oxen for 3 months for grazing. If the rent of the pasture is Rs. 175, how much must C pay as his share of rent?",Partnership,9
"Sekar started a business investing Rs.25, 000 in 1999. In 2000, he invested an additional amount of Rs.10, 000 and Rajeev joined him with an amount of Rs.35,000. In 2001, Sekar invested another additional amount of Rs.10,000 and Jatin joined them with an amount of Rs.35,000. What will be Rajeev's share in the profit of Rs.1,50,000 earned at the end of 3 years from the start of the business in 1999?",Partnership,9
"A and B invest in a business in the ratio 3 : 2. If 5% of the total profit goes to charity and A's share is Rs. 855, the total profit is:",Partnership,9
"A, B and C jointly thought of engaging themselves in a business venture. It was agreed that A would invest Rs. 6500 for 6 months, B, Rs. 8400 for 5 months and C, Rs. 10,000 for 3 months. A wants to be the working member for which, he was to receive 5% of the profits. The profit earned was Rs. 7400. Calculate the share of B in the profit.",Partnership,9
"A, B and C enter into a partnership in the ratio $\frac{7}{2}:\frac{4}{3}:\frac{6}{5}$. After 4 months, A increases his share 50%. If the total profit at the end of one year be Rs. 21,600, then B's share in the profit is:",Partnership,9
"A, B, C subscribe Rs. 50,000 for a business. A subscribes Rs. 4000 more than B and B Rs. 5000 more than C. Out of a total profit of Rs. 35,000, A receives:",Partnership,9
"Three partners shared the profit in a business in the ratio 5 : 7 : 8. They had partnered for 14 months, 8 months and 7 months respectively. What was the ratio of their investments?",Partnership,9
When a commodity is sold for Rs.34.80. there is a loss of 25%. What is the cost price of the commodity?,Profit and Loss,1
"A and B entered into partnership with capitals in the ratio 4 : 5. After 3 months, A withdrew of his capital and B withdrew of his capital. The gain at the end of 10 months was Rs. 760. A's share in this profit is:",Partnership,9
"A began a business with Rs. 85,000. He was joined afterwards by B with Rs. 42,500. For how much period does B join, if the profits at the end of the year are divided in the ratio of 3: 1?",Partnership,9
"In a business, A and C invested amounts in the ratio 2 : 1, whereas the ratio between amounts invested by A and B was 3 : 2. If Rs.1,57,300 was their profit, how much amount did B receive?",Partnership,9
"Anand and Deepak started a business investing Rs.22,500 and Rs.35,000 respectively. Out of a total profit of Rs.13,800, Deepak’s share is :",Partnership,9
"A, B and C enter into a partnership. A initially invests Rs.25 lakhs and adds another Rs.10 lakhs after one year. B initially invests Rs.35 lakhs and withdraws Rs.10 lakhs after 2 years and C invests Rs.30 lakhs. In what ratio should the profits be divided at the end of 3 years?",Partnership,9
"A and B started a business jointly. A’s investment was thrice the investment of B and the perkod of his investment was two times the period of investment of B. If B received Rs.4000 as profit, then their total profit is :",Partnership,9
"A, B and C started a shop by investing Rs.27,000, Rs.72,000 and Rs.81,000 respectively. At the end of the year, the profits were distributed among them. If C’s share of profit be Rs.36,000, then the total profit was :",Partnership,9
A and B are partners in a business. A contributes $\frac{1}{4}$ of the capital for 15 months and B received $\frac{2}{3}$ of the profit. For how long B’s money was used?,Partnership,9
"A, B, C enter into a partnership investing Rs.35,000, Rs.45,000 and Rs.55,000 respectively. The respective shares of A, B, C in an annual profit of Rs.40,500 are :",Partnership,9
Sam purchased 20 dozens of toys at the rate of Rs.375 per dozen. He sold each one of them at the rate of Rs.33. What was his percentage profit?,Profit and Loss,1
"A fruit seller sells mangoes at the rate of Rs.9 per kg and thereby loses 20%. At what price per kg, he should have sold them to make a profit of 5%?",Profit and Loss,1
"A shopkeeper give 12% additional discount on the discounted price, after giving an initial discount of 20% on the labeled price of a radio. If the final sale price of the radio is Rs.704, then what is its labeled price?",Profit and Loss,1
"Aman sells two flats at the rate of Rs.1.995 lakhs each. On one he gains 5% and on the other, he loses 5%. His gain or loss percent in the whole transaction is",Profit and Loss,1
"Peter purchased a machine for Rs.80,000 and spent Rs.5000 on repair and Rs.1000 on transport and sold it with 25% profit. At what price did he sell the machine?",Profit and Loss,1
"A shopkeeper expects a gain of 22$\frac{1}{2}$% on his cost price. If in a week, his sale was of Rs.392, what was his profit?",Profit and Loss,1
"By selling a pen for Rs.15, a man loses one sixteenth of what it costs him. The cost price of the pen is",Profit and Loss,1
"A shopkeeper professes to sell his goods at cost price but uses a weight of 800 gm instead of kilogram weight. Thus, he make a profit of",Profit and Loss,1
Samant bought a microwave oven and paid 10% less than the original price. He sold it with 30% profit on the price he had paid. What percentage of profit did Samant earn on the original price?,Profit and Loss,1
"If a man reduces the selling price of a fan from Rs.400 to Rs.380, his loss increases by 2%. The cost price of the fan is",Profit and Loss,1
A shopkeeper fixes the marked price of an item 35% above its cost price. The percentage of discount allowed to gain 8% is,Profit and Loss,1
Kunal bought a suitcase with 15% discount on the labeled price. He sold suitcase for Rs.2880 with 20% profit on the labeled price. At what price did he the suitcase?,Profit and Loss,1
"A book was sold for Rs.27.50 with a profit of 10%. If it were sold for Rs.25.75, then what would have been the percentage of profit or loss?",Profit and Loss,1
A shopkeeper buys 100 eggs at Rs.1.20 per piece. Unfortunately 4 eggs got spoiled during transportation. The shopkeeper sells the remaining eggs at Rs.15 a dozen. Find his profit or loss?,Profit and Loss,1
Find the cost price of an article which is sold for Rs.220 at a loss of 12%,Profit and Loss,1
If the cost price of an article is Rs.300 and the percent markup is 20%. What is the marked price?,Profit and Loss,1
$\Large\frac{989}{34} \times \frac{65}{869} = \Large\frac{?}{515 \times 207}$,Approximation,10
"By selling 18 chocolates, a vendor loses the selling price of 2 chocolates. Find his loss percent?",Profit and Loss,1
A dealer by selling 12 oranges gets the cost price of 15 oranges. What is the percentage profit?,Profit and Loss,1
"If the cost price of 15 apples, is same as the selling price of 20 apples. What is the gain or loss percent?",Profit and Loss,1
The CP of 21 articles is equal to SP of 18 articles. Find the gain or loss percent?,Profit and Loss,1
